25.Q2.5																				
																				
PmEvent Name	Event Parameter Name	GPB Field Number	PmEventHeader/Payload	Parameter Description	Parameter Type	MANDATORY	DeprecatedSince	ReasonForDeprecation	UNIT	UsedSubrange	SupportedBands	SupportedDeployments	License	LimitationReason	EventParameterStatus	Filters	Filter Description	Filter DeprecatedSince	Filter ReasonForDeprecation	Filter Status
CuCpNgAmfConfigurationUpdateFailure	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	NR SA	N/A		USED					
CuCpNgAmfConfigurationUpdateFailure	asn1	3	Payload	ASN.1-encoded AMF CONFIGURATION UPDATE FAILURE message.	Asn1Message	Y					Low-band, Mid-band, High-band	NR SA	N/A		USED					
CuCpNgAmfConfigurationUpdateFailure	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	NR SA	N/A		USED					
CuCpNgDeactivateTrace	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpNgDeactivateTrace	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpNgDeactivateTrace	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpNgDeactivateTrace	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpNgDeactivateTrace	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpNgDeactivateTrace	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
CuCpNgDeactivateTrace	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
CuCpNgDeactivateTrace	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDeactivateTrace	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDeactivateTrace	gnb_id_length	3	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDeactivateTrace	asn1	4	Payload	ASN.1-encoded DEACTIVATE TRACE message.	Asn1Message	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDeactivateTrace	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDeactivateTrace	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.
PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDeactivateTrace	serving_plmn_id	7	Payload	"PLMN identifier.
Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
"	bytes	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDeactivateTrace	connected_guami	8	Payload	Globally unique AMF ID.	Guami	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDownlinkNasTransport	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpNgDownlinkNasTransport	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpNgDownlinkNasTransport	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpNgDownlinkNasTransport	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpNgDownlinkNasTransport	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpNgDownlinkNasTransport	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
CuCpNgDownlinkNasTransport	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
CuCpNgDownlinkNasTransport	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkNasTransport	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkNasTransport	asn1	3	Payload	ASN.1-encoded DOWNLINK NAS TRANSPORT message.	Asn1Message	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkNasTransport	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkNasTransport	gnb_id_length	6	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkNasTransport	serving_plmn_id	7	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
"	bytes	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkNasTransport	connected_guami	8	Payload	Globally unique AMF ID.	Guami	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkNasTransport	global_gnb_id	9	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from Mobile Country Code succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanConfigurationTransfer	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpNgDownlinkRanConfigurationTransfer	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpNgDownlinkRanConfigurationTransfer	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpNgDownlinkRanConfigurationTransfer	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpNgDownlinkRanConfigurationTransfer	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpNgDownlinkRanConfigurationTransfer	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanConfigurationTransfer	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanConfigurationTransfer	asn1	3	Payload	ASN.1-encoded DOWNLINK RAN CONFIGURATION TRANSFER message.	Asn1Message	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanConfigurationTransfer	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanStatusTransfer	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpNgDownlinkRanStatusTransfer	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpNgDownlinkRanStatusTransfer	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpNgDownlinkRanStatusTransfer	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpNgDownlinkRanStatusTransfer	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpNgDownlinkRanStatusTransfer	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
CuCpNgDownlinkRanStatusTransfer	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
CuCpNgDownlinkRanStatusTransfer	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanStatusTransfer	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanStatusTransfer	asn1	3	Payload	ASN.1-encoded DOWNLINK RAN STATUS TRANSFER message.	Asn1Message	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanStatusTransfer	nci	4	Payload	NR cell identity. See 3GPP TS 38.300.	int64	N					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanStatusTransfer	gnb_id_length	5	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanStatusTransfer	serving_plmn_id	6	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
"	bytes	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanStatusTransfer	connected_guami	7	Payload	Globally unique AMF ID.	Guami	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkRanStatusTransfer	global_gnb_id	8	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from Mobile Country Code succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	asn1	3	Payload	ASN.1-encoded DOWNLINK UE ASSOCIATED NRPPA TRANSPORT message.	Asn1Message	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	nci	4	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	gnb_id_length	5	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	serving_plmn_id	6	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
"	bytes	N					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	connected_guami	7	Payload	Globally unique AMF ID.	Guami	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgDownlinkUeAssociatedNrppaTransport	global_gnb_id	8	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from Mobile Country Code succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band	NR SA	N/A		USED					
CuCpNgErrorIndicationCommon	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
CuCpNgErrorIndicationCommon	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
CuCpNgErrorIndicationCommon	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
CuCpNgErrorIndicationCommon	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
CuCpNgErrorIndicationCommon	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
CuCpNgErrorIndicationCommon	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	NR SA, CR NR SA	N/A		USED					
